"Sample_Name","Sanger_Lane_ID_raw","Cleaned_fastq_id","SRR/ENA_Accession","Species","Sample_Year","Citation","Sequencing_Method","Sample_Type","Geo_Country","Continent","TPA_Lineage","Beale2021.TPA.sublineages","TPA.TPE.scheme","Reads_or_assemblies","Proportion-N_>5_mapping+masking_Nichols","Assembly_Length_(total)","Assembly_#_contigs","Assembly_N50","Assembly_ref-sites_%","CheckM-completeness","CheckM-contamination"
"UW195B","24141_8#5","24141_8#5.Treponema.ds2500000-reads","ERR2756223","TPA","2003","Beale_2019_Global_TPA","SureSelect","low_rabbit_passage","USA","N.America","SS14","1","1","reads","3.7047299999999998E-2",1132819,12,598803,99.4020882161187,"100","0"
"UW202B","24141_8#8","24141_8#8.Treponema.ds1965222-reads","ERR3061032","TPA","2003","Beale_2021_Global-TPA","SureSelect","low_rabbit_passage","USA","N.America","Nichols","8","8","reads","3.8791899999999997E-2",1133693,19,149939,99.4787795720201,"100","0"
"UW211B","24141_7#8","24141_7#8.Treponema.ds2500000-reads","ERR2756212","TPA","2003","Beale_2019_Global_TPA","SureSelect","low_rabbit_passage","USA","N.America","SS14","1","1","reads","3.6919199999999999E-2",1132648,15,149944,99.3870833856163,"100","0"
"UW213B","24141_6#20","24141_6#20.Treponema.ds2500000-reads","ERR2756205","TPA","2003","Beale_2019_Global_TPA","SureSelect","low_rabbit_passage","USA","N.America","SS14","2","2","reads","3.6952600000000002E-2",1133263,15,208998,99.441048126897,"100","0"
"UW215B","24141_7#10","24141_7#10.Treponema.ds2500000-reads","ERR2756213","TPA","2004","Beale_2019_Global_TPA","SureSelect","low_rabbit_passage","USA","N.America","SS14","2","2","reads","3.6933300000000002E-2",1133246,12,598840,99.4395564186014,"100","0"
"UW228B","24141_6#5","24141_6#5.Treponema.ds2500000-reads","ERR2756193","TPA","2004","Beale_2019_Global_TPA","SureSelect","low_rabbit_passage","USA","N.America","SS14","2","2","reads","3.6934099999999997E-2",1133308,14,209031,99.4449967665029,"99.19","0"
"UW231B","24141_7#6","24141_7#6.Treponema.ds2500000-reads","ERR2756210","TPA","2004","Beale_2019_Global_TPA","SureSelect","low_rabbit_passage","USA","N.America","SS14","2","2","reads","3.6944699999999997E-2",1132999,16,175951,99.4178827745423,"100","0"
"UW244B","24141_7#16","24141_7#16.Treponema.ds2500000-reads","ERR2756217","TPA","2004","Beale_2019_Global_TPA","SureSelect","low_rabbit_passage","USA","N.America","SS14","1","1","reads","3.69412E-2",1132741,13,175948,99.3952439074685,"100","0"
"UW248B","24141_5#5","24141_5#5.Treponema.ds2500000-reads","ERR2756178","TPA","2004","Beale_2019_Global_TPA","SureSelect","low_rabbit_passage","USA","N.America","SS14","1","1","reads","3.7029800000000002E-2",1133394,17,175047,99.4525430555275,"100","0"
"UW249B","SRR3268758","SRR3268758.Treponema.ds504230-reads","SRR3268758","TPA","2004","Arora_2016","Sequence_capture","rabbit inoculation","USA","N.America","SS14","1","1","reads","0.12678600000000001",1116957,193,10872,98.0102366288095,"99.01","0.83"
"UW254B","24141_6#2","24141_6#2.Treponema.ds2500000-reads","ERR2756190","TPA","2004","Beale_2019_Global_TPA","SureSelect","low_rabbit_passage","USA","N.America","SS14","2","2","reads","3.6946399999999997E-2",1272833,19,139257,111.687973233488,"100","12.1"
"UW257B","24141_5#12","24141_5#12.Treponema.ds2500000-reads","ERR2756182","TPA","2004","Beale_2019_Global_TPA","SureSelect","low_rabbit_passage","USA","N.America","SS14","1","1","reads","3.6999999999999998E-2",1133414,14,299646,99.4542980064635,"100","0"
"UW259B","24141_7#17","24141_7#17.Treponema.ds2500000-reads","ERR2756218","TPA","2004","Beale_2019_Global_TPA","SureSelect","low_rabbit_passage","USA","N.America","SS14","1","1","reads","3.6929799999999999E-2",1133035,13,598856,99.4210416862271,"100","0"
"UW262B","24141_4#11","24141_4#11.Treponema.ds2500000-reads","ERR2756172","TPA","2004","Beale_2019_Global_TPA","SureSelect","low_rabbit_passage","USA","N.America","SS14","1","1","reads","3.6969200000000001E-2",1133577,17,172319,99.4686008565916,"100","0"
"UW264B","24141_8#9","24141_8#9.Treponema.ds2500000-reads","ERR2756226","TPA","2004","Beale_2019_Global_TPA","SureSelect","low_rabbit_passage","USA","N.America","SS14","1","1","reads","3.70903E-2",1133227,15,209034,99.4378892152123,"100","0"
"UW279B","24141_6#9","24141_6#9.Treponema.ds2411473-reads","ERR2756197","TPA","2004","Beale_2019_Global_TPA","SureSelect","low_rabbit_passage","USA","N.America","Nichols","8","8","reads","3.7228999999999998E-2",1133846,16,150080,99.4922049466802,"100","0"
"UW280B","24141_8#3","24141_8#3.Treponema.ds2500000-reads","ERR2756222","TPA","2004","Beale_2019_Global_TPA","SureSelect","low_rabbit_passage","USA","N.America","SS14","1","1","reads","3.7008699999999999E-2",1133021,15,150004,99.4198132205719,"100","0"
"UW281B","24141_7#7","24141_7#7.Treponema.ds2500000-reads","ERR2756211","TPA","2004","Beale_2019_Global_TPA","SureSelect","low_rabbit_passage","USA","N.America","SS14","1","1","reads","3.6908700000000003E-2",1132870,15,299116,99.4065633410054,"100","0"
"UW291B","24141_4#19","24141_4#19.Treponema.ds2500000-reads","ERR2756176","TPA","2004","Beale_2019_Global_TPA","SureSelect","low_rabbit_passage","USA","N.America","SS14","1","1","reads","3.6952600000000002E-2",1133174,16,150054,99.433238595232,"100","0"
"UW298B","24141_3#11","24141_3#11.Treponema.ds2500000-reads","ERR2756168","TPA","2004","Beale_2019_Global_TPA","SureSelect","low_rabbit_passage","USA","N.America","SS14","1","1","reads","3.7006999999999998E-2",1133094,16,175063,99.4262187914881,"100","0"
"UW303B","24141_8#11","24141_8#11.Treponema.ds2500000-reads","ERR2756228","TPA","2005","Beale_2019_Global_TPA","SureSelect","low_rabbit_passage","USA","N.America","SS14","1","1","reads","3.7066599999999998E-2",1133611,16,175104,99.4715842731827,"100","0"
"UW304B","24141_8#6","24141_8#6.Treponema.ds2500000-reads","ERR2756224","TPA","2005","Beale_2019_Global_TPA","SureSelect","low_rabbit_passage","USA","N.America","SS14","1","1","reads","3.6984200000000002E-2",1132572,13,299255,99.3804145720596,"100","0"
"UW327B","24141_8#7","24141_8#7.Treponema.ds2500000-reads","ERR2756225","TPA","2005","Beale_2019_Global_TPA","SureSelect","low_rabbit_passage","USA","N.America","SS14","1","1","reads","3.7216699999999998E-2",1133200,14,209032,99.4355200314487,"100","0"
"UW330B","24141_6#12","24141_6#12.Treponema.ds2500000-reads","ERR2756199","TPA","2005","Beale_2019_Global_TPA","SureSelect","low_rabbit_passage","USA","N.America","SS14","2","2","reads","3.6942000000000003E-2",1133460,19,150027,99.4583343936162,"100","0"
"UW337B","24141_4#12","24141_4#12.Treponema.ds2500000-reads","ERR2756173","TPA","2005","Beale_2019_Global_TPA","SureSelect","low_rabbit_passage","USA","N.America","SS14","2","2","reads","3.7013999999999998E-2",1133403,15,175950,99.4533327834487,"100","0"
"UW344B","24141_6#1","24141_6#1.Treponema.ds2500000-reads","ERR2756189","TPA","2005","Beale_2019_Global_TPA","SureSelect","low_rabbit_passage","USA","N.America","SS14","1","1","reads","3.6904300000000001E-2",1132516,14,208974,99.3755007094389,"100","0"
"UW368B","24141_6#8","24141_6#8.Treponema.ds2500000-reads","ERR2756196","TPA","2005","Beale_2019_Global_TPA","SureSelect","low_rabbit_passage","USA","N.America","SS14","1","1","reads","3.6905199999999999E-2",1133316,14,299160,99.4456987468773,"100","0"
"UW370B","24141_3#16","24141_3#16.Treponema.ds2500000-reads","ERR2756169","TPA","2005","Beale_2019_Global_TPA","SureSelect","low_rabbit_passage","USA","N.America","SS14","2","2","reads","3.7029800000000002E-2",1133179,15,175949,99.433677332966,"100","0"
"UW376B","24141_5#4","24141_5#4.Treponema.ds2500000-reads","ERR2756177","TPA","2005","Beale_2019_Global_TPA","SureSelect","low_rabbit_passage","USA","N.America","SS14","1","1","reads","3.7020999999999998E-2",1133352,16,299316,99.448857658562,"100","0"
"UW379B","24141_7#2","24141_7#2.Treponema.ds2500000-reads","ERR2756206","TPA","2005","Beale_2019_Global_TPA","SureSelect","low_rabbit_passage","USA","N.America","SS14","1","1","reads","3.6915700000000003E-2",1133022,13,208973,99.4199009681187,"100","0"
"UW383B","24141_7#4","24141_7#4.Treponema.ds2500000-reads","ERR2756208","TPA","2005","Beale_2019_Global_TPA","SureSelect","low_rabbit_passage","USA","N.America","SS14","1","1","reads","3.6917499999999999E-2",1133397,15,209247,99.4528062981679,"100","0"
"UW391B","24141_4#15","24141_4#15.Treponema.ds2500000-reads","ERR2756174","TPA","2005","Beale_2019_Global_TPA","SureSelect","low_rabbit_passage","USA","N.America","SS14","1","1","reads","3.6980600000000002E-2",1133220,15,175123,99.4372749823847,"100","0"
"UW397B","24141_5#11","24141_5#11.Treponema.ds2500000-reads","ERR2756181","TPA","2006","Beale_2019_Global_TPA","SureSelect","low_rabbit_passage","USA","N.America","SS14","1","1","reads","3.6989399999999999E-2",1133233,14,209059,99.4384157004931,"100","0"
"UW411B","24141_6#3","24141_6#3.Treponema.ds2500000-reads","ERR2756191","TPA","2006","Beale_2019_Global_TPA","SureSelect","low_rabbit_passage","USA","N.America","SS14","1","1","reads","3.6914000000000002E-2",1133450,17,149953,99.4574569181482,"100","0"
"UW473B","24141_5#15","24141_5#15.Treponema.ds2500000-reads","ERR2756184","TPA","2006","Beale_2019_Global_TPA","SureSelect","low_rabbit_passage","USA","N.America","SS14","1","1","reads","3.69921E-2",1133001,17,138983,99.4180582696359,"100","0"
"UW492B","24141_7#15","24141_7#15.Treponema.ds2500000-reads","ERR2756216","TPA","2006","Beale_2019_Global_TPA","SureSelect","low_rabbit_passage","USA","N.America","SS14","1","1","reads","0.14105400000000001",1272117,16,175094,111.625145989981,"100","12.1"
"UW526B","24141_7#19","24141_7#19.Treponema.ds2500000-reads","ERR2756220","TPA","2007","Beale_2019_Global_TPA","SureSelect","low_rabbit_passage","USA","N.America","SS14","1","1","reads","3.6992900000000002E-2",1133224,16,160412,99.4376259725719,"100","0"
"UW823B","24141_5#7","24141_5#7.Treponema.ds2500000-reads","ERR2756179","TPA","2011","Beale_2019_Global_TPA","SureSelect","low_rabbit_passage","USA","N.America","SS14","1","1","reads","3.16146E-2",1132940,14,174980,99.4127056692813,"100","0"
"UW824B","24141_3#17","24141_3#17.Treponema.ds2500000-reads","ERR2756170","TPA","2011","Beale_2019_Global_TPA","SureSelect","low_rabbit_passage","USA","N.America","SS14","1","1","reads","3.6934099999999997E-2",1133495,14,209032,99.4614055577541,"100","0"
"UW852B","24141_6#19","24141_6#19.Treponema.ds2500000-reads","ERR2756204","TPA","2011","Beale_2019_Global_TPA","SureSelect","low_rabbit_passage","USA","N.America","SS14","1","1","reads","3.7028899999999997E-2",1133553,17,175125,99.4664949154684,"100","0"
"WP0022.5","19444_8#6","19444_8#6.Treponema.ds996438-reads","ERR1470335","TPE","2013","Marks_2018","SureSelect","Clinical_Swab","Solomon_Islands","Oceania","-",NA,"TPE20","reads","0.14105400000000001",1250139,30,88388,109.696630406455,"99.97","7.26"
"WP0022.7.scab","19444_8#2","19444_8#2.Treponema.ds2500000-reads","ERR1470331","TPE","2013","Marks_2018","SureSelect","Clinical_Swab","Solomon_Islands","Oceania","-",NA,"TPE20","reads","3.16146E-2",1129124,17,172764,99.0778610307002,"99.97","0"
"TPA_ALC105","33027_6#3","33027_6#3.Treponema.ds2500000-reads","ERR5206990","TPA","2019","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","2","2","reads","7.74363E-2",1139753,198,10592,100.010529705616,"99.97","2.09"
"TPA_ALC115","33027_5#7","33027_5#7.Treponema.ds2500000-reads","ERR5206970","TPA","2019","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","1","1","reads","0.12634899999999999",1132977,324,6108,99.4159523285128,"96.77","4.93"
"TPA_ALC124","33027_5#10","33027_5#10.Treponema.ds2500000-reads","ERR5206972","TPA","2019","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","1","1","reads","0.120452",1135556,301,6720,99.6422532517047,"97.29","5.29"
"TPA_ALC126","33027_5#12","33027_5#12.Treponema.ds2500000-reads","ERR5206974","TPA","2019","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","1","1","reads","0.157139",1138568,479,3345,99.9065488626602,"95.14","4.3600000000000003"
"TPA_ALC162","33027_5#24","33027_5#24.Treponema.ds2500000-reads","ERR5206984","TPA","2019","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","1","1","reads","0.153084",1115220,365,5363,97.8578191400214,"94.82","5.99"
"TPA_BCC103","33027_7#19","33027_7#19.Treponema.ds2500000-reads","ERR5207003","TPA","2014","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","1","1","reads","5.2317099999999998E-2",1136267,105,23334,99.7046417574781,"99.97","1.21"
"TPA_OMI006","33027_7#28","33027_7#28.Treponema.ds2500000-reads","ERR5207008","TPA","2018","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","UK","Europe","SS14","2","2","reads","3.96088E-2",1129700,31,93517,99.1284036176559,"100","0.05"
"TPA_OMI022","33027_7#29","33027_7#29.Treponema.ds2500000-reads","ERR5207009","TPA","2018","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","UK","Europe","SS14","1","1","reads","3.9202500000000001E-2",1133772,20,160506,99.4857116282172,"99.97","0"
"TPA_OMI029","33027_7#31","33027_7#31.Treponema.ds2500000-reads","ERR5207011","TPA","2017","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","UK","Europe","SS14","1","1","reads","3.7085100000000003E-2",1133219,14,598896,99.4371872348379,"100","0"
"TPA_OMI033","33027_7#30","33027_7#30.Treponema.ds2500000-reads","ERR5207010","TPA","2017","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","UK","Europe","SS14","1","1","reads","5.0614699999999999E-2",1134085,89,30340,99.5131766103649,"99.6","2.21"
"TPA_UKBIR030","33027_7#25","33027_7#25.Treponema.ds2500000-reads","ERR5207005","TPA","2018","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","UK","Europe","SS14","1","1","reads","6.7124500000000004E-2",1141881,173,11240,100.197256485202,"99.97","3.42"
"TPA_UKBIR050","33027_7#26","33027_7#26.Treponema.ds1249382-reads","ERR5207006","TPA","2018","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","UK","Europe","SS14","1","1","reads","0.22389999999999999",1129849,564,2784,99.1414780021288,"97.39","7.72"
"TPA_ZIM019","33027_7#27","33027_7#27.Treponema.ds2500000-reads","ERR5207007","TPA","2015","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Zimbabwe","Africa","SS14","4","4","reads","3.78538E-2",1137201,25,209008,99.7865979661874,"100","0"
"TPA_AUSMELT-1","Melbourne-1","Melbourne-1.Treponema.ds1004132-reads","SRR13721290","TPA","1977","Beale_2021_Global-TPA","Metagenomic_cultured","rabbit_passage4","Australia","Oceania","Nichols","12","12","reads","3.6833200000000003E-2",1131844,22,298051,99.3165343579907,"100","0"
"SJN003","ERR4065503","ERR4065503.Treponema.ds2500000-reads","-","TPE","1436–1472(+/-100)","Barquera_2020","ancient_DNA_SureSelect","ancient_DNA bone","Mexico","N.America","-",NA,"TPE35","reads","4.0617399999999998E-2",1139687,81,27388,100.004738367527,"99.97","0.45"
"SMUTp_08","SRR10041768","SRR10041768.Treponema.ds4000000-reads","SRR10041768","TPA","2018","Chen_2020","ppWGA/SureSelect","Clinical_Swab","China","Asia","SS14","1","1","reads","6.6528199999999996E-2",941339,353,5441,82.6001879552452,"83","6.22"
"SMUTp_04","SRR10041772","SRR10041772.Treponema.ds2500000-reads","SRR10041772","TPA","2018","Chen_2020","ppWGA/SureSelect","Clinical_Swab","China","Asia","SS14","2","2","reads","0.11500299999999999",1128665,20,173015,99.03758490672,"100","0"
"SMUTp_02","SRR10041774","SRR10041774.Treponema.ds2500000-reads","SRR10041774","TPA","2017","Chen_2020","ppWGA/SureSelect","rabbit_passage","China","Asia","SS14","1","1","reads","3.4003699999999998E-2",1173916,231,11396,103.008249146874,"99.17","6.18"
"SMUTp_01","SRR10041775","SRR10041775.Treponema.ds1447020-reads","SRR10041775","TPA","2018","Chen_2020","ppWGA/SureSelect","rabbit_passage","China","Asia","SS14","1","1","reads","3.7075400000000001E-2",1129795,23,173017,99.1367396346017,"100","0"
"TPA_HUN180007","35231_3#6","35231_3#6.Treponema.ds2500000-reads","ERR5210572","TPA","2018","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Hungary","Europe","SS14","1","1","reads","3.8614599999999999E-2",1128506,16,173017,99.0236330467791,"100","0"
"TPA_HUN190022","35231_3#14","35231_3#14.Treponema.ds2302412-reads","ERR5207025","TPA","2019","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Hungary","Europe","SS14","3","3","reads","6.1227499999999997E-2",1140027,165,11972,100.034572533438,"98.39","1.77"
"TPA_HUN190023","35231_3#15","35231_3#15.Treponema.ds1212055-reads","ERR5210574","TPA","2019","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Hungary","Europe","SS14","1","1","reads","0.23416699999999999",1126931,644,2174,98.8854306605723,"97.15","6.9"
"TPA_HUN200024","35190_3#14","35190_3#14.Treponema.ds2500000-reads","ERR5207018","TPA","2019","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Hungary","Europe","SS14","3","3","reads","3.70254E-2",1133441,16,175096,99.456667190227,"100","0"
"TPA_HUN180001","35190_3#1","35190_3#1.Treponema.ds1067218-reads","ERR5207013","TPA","2018","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Hungary","Europe","SS14","1","1","reads","0.21279500000000001",1121401,687,2018,98.4001867267796,"93.66","8.1300000000000008"
"TPA_HUN180004","35190_3#3","35190_3#3.Treponema.ds1868063-reads","ERR5210563","TPA","2018","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Hungary","Europe","Nichols","14","14","reads","7.2383500000000003E-2",1150667,265,7578,100.968206431369,"98.76","2.04"
"TPA_HUN190008","35190_3#4","35190_3#4.Treponema.ds1261428-reads","ERR5207014","TPA","2019","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Hungary","Europe","SS14","3","3","reads","0.18285000000000001",1134836,565,2740,99.5790750180102,"96.34","7.64"
"TPA_HUN190017","35190_3#8","35190_3#8.Treponema.ds1436673-reads","ERR5207015","TPA","2019","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Hungary","Europe","SS14","1","1","reads","8.6667900000000006E-2",1146490,275,6881,100.601684928394,"97.55","3.31"
"TPA_HUN190018","35190_3#10","35190_3#10.Treponema.ds1236408-reads","ERR5207016","TPA","2019","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Hungary","Europe","SS14","1","1","reads","0.15714500000000001",1142562,324,5055,100.257012564571,"97.31","5.56"
"TPA_HUN190020","35190_3#12","35190_3#12.Treponema.ds2500000-reads","ERR5207017","TPA","2019","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Hungary","Europe","Nichols","14","14","reads","3.97326E-2",1133208,13,599681,99.4362220118231,"100","0"
"TPA_RUS_Tuva-39","35231_3#16","35231_3#16.Treponema.ds2500000-reads","ERR5207026","TPA","2014","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Russia","Asia","SS14","5","5","reads","5.25365E-2",1135553,108,19392,99.6419900090643,"99.17","0.52"
"TPA_RUS_Tuva-49","35231_3#17","35231_3#17.Treponema.ds2500000-reads","ERR5210575","TPA","2014","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Russia","Asia","SS14","5","5","reads","4.5483900000000001E-2",1132021,55,33930,99.3320656737739,"99.17","0.12"
"TPA_RUS_Tuva-58","35231_3#18","35231_3#18.Treponema.ds2500000-reads","ERR5207027","TPA","2014","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Russia","Asia","SS14","5","5","reads","4.7648700000000002E-2",1135512,83,27621,99.6383923596456,"100","1.24"
"TPA_RUS_Tuva-62","35231_3#19","35231_3#19.Treponema.ds2500000-reads","ERR5210576","TPA","2014","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Russia","Asia","SS14","5","5","reads","5.0519099999999997E-2",1136283,91,22037,99.7060457182268,"100","1.24"
"TPA_RUS_Tuva-67","35231_3#20","35231_3#20.Treponema.ds1647329-reads","ERR5207028","TPA","2014","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Russia","Asia","SS14","3","3","reads","0.10172100000000001",1142964,277,6410,100.292287078384,"97.96","4.3099999999999996"
"TPA_RUS_Tuva-54","35231_3#21","35231_3#21.Treponema.ds2500000-reads","ERR5210577","TPA","2014","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Russia","Asia","SS14","5","5","reads","5.1803799999999997E-2",1136214,91,23855,99.6999911374978,"100","1.37"
"TPA_RUS_Tuva-59","35231_3#22","35231_3#22.Treponema.ds2500000-reads","ERR5207029","TPA","2014","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Russia","Asia","SS14","5","5","reads","3.8262699999999997E-2",1133358,14,598909,99.4493841438428,"100","0"
"TPA_RUS_Tuva-26","35231_3#32","35231_3#32.Treponema.ds2500000-reads","ERR5207034","TPA","2013","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Russia","Asia","SS14","1","1","reads","5.1134199999999998E-2",1145580,211,8960,100.521834660807,"99.93","1.67"
"TPA_RUS_Tuva-41","35190_3#15","35190_3#15.Treponema.ds2500000-reads","ERR5207019","TPA","2014","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Russia","Asia","SS14","5","5","reads","3.70394E-2",1134190,12,598900,99.5223901027787,"100","0"
"TPA_RUS_Tuva-61","35190_3#16","35190_3#16.Treponema.ds2500000-reads","ERR5210568","TPA","2014","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Russia","Asia","SS14","5","5","reads","3.7533499999999997E-2",1133440,16,175105,99.4565794426802,"100","0"
"TPA_SWE-507","35231_3#23","35231_3#23.Treponema.ds2500000-reads","ERR5210578","TPA","2019","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Sweden","Europe","SS14","3","3","reads","4.83525E-2",1132864,61,30656,99.4060368557246,"98.76","0.81"
"TPA_SWE-575","35231_3#24","35231_3#24.Treponema.ds1583154-reads","ERR5207030","TPA","2019","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Sweden","Europe","SS14","1","1","reads","0.14018700000000001",1147220,409,4248,100.665740637556,"97.96","6.12"
"TPA_SWE-662","35231_3#25","35231_3#25.Treponema.ds2500000-reads","ERR5210579","TPA","2019","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Sweden","Europe","SS14","1","1","reads","3.7199999999999997E-2",1130913,43,57951,99.2348413919218,"99.17","0.38"
"TPA_SWE-996","35231_3#26","35231_3#26.Treponema.ds2500000-reads","ERR5207031","TPA","2019","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Sweden","Europe","SS14","1","1","reads","3.7048200000000003E-2",1130637,34,77118,99.2106230690055,"99.97","0"
"TPA_SWE-1352","35231_3#27","35231_3#27.Treponema.ds1156757-reads","ERR5210580","TPA","2019","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Sweden","Europe","SS14","1","1","reads","0.220799",1130527,531,2921,99.2009708388578,"96.03","8.09"
"TPA_SWE-2189","35231_3#28","35231_3#28.Treponema.ds1878128-reads","ERR5207032","TPA","2019","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Sweden","Europe","SS14","1","1","reads","6.1941000000000003E-2",1139069,149,12691,99.9505103836059,"100","4.0599999999999996"
"TPA_SWE-467","35190_3#17","35190_3#17.Treponema.ds2500000-reads","ERR5210569","TPA","2019","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Sweden","Europe","SS14","1","1","reads","3.7218500000000002E-2",1133019,13,598853,99.4196377254783,"100","0"
"TPA_AUSBR-39","35231_3#29","35231_3#29.Treponema.ds2500000-reads","ERR5210581","TPA","2019","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Australia","Oceania","SS14","1","1","reads","4.4863500000000001E-2",1136505,67,32777,99.725525673616,"99.97","0.92"
"TPA_AUSBR-113","35231_3#31","35231_3#31.Treponema.ds2500000-reads","ERR5210582","TPA","2019","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Australia","Oceania","SS14","1","1","reads","4.26565E-2",1131375,48,44441,99.2753807585424,"100","0"
"TPA_AUSBR-41","35190_3#18","35190_3#18.Treponema.ds2500000-reads","ERR5207020","TPA","2019","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Australia","Oceania","Nichols","8","8","reads","4.3254899999999999E-2",1130439,36,76889,99.1932490547396,"100","0.27"
"TPA_AUSBR-45","35190_3#19","35190_3#19.Treponema.ds2500000-reads","ERR5210570","TPA","2019","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Australia","Oceania","SS14","1","1","reads","4.03144E-2",1133962,23,133446,99.5023836621088,"100","0.27"
"A10","OMPM01000001-OMPM01000006","OMPM01000001-OMPM01000006","-","TPE","2015","Mediannikov_2020","Mybaits_sequence_capture","Penis lesion","Senegal","Africa","-",NA,"TPE39","assemblies","3.2464800000000002E-2",NA,NA,NA,NA,NA,NA
"A12","OMHU01000001-OMHU01000103","OMHU01000001-OMHU01000103","-","TPE","2015","Mediannikov_2020","Mybaits_sequence_capture","Penis lesion","Senegal","Africa","-",NA,"TPE38","assemblies","6.6528199999999996E-2",NA,NA,NA,NA,NA,NA
"BNK07","OMHW01000001-OMHW01000017","OMHW01000001-OMHW01000017","-","TPE","2016","Mediannikov_2020","Mybaits_sequence_capture","Penis lesion","Senegal","Africa","-",NA,"TPE42","assemblies","3.6566599999999998E-2",NA,NA,NA,NA,NA,NA
"SNK07","OMHZ01000001-OMHZ01000216","OMHZ01000001-OMHZ01000216","-","TPE","2016","Mediannikov_2020","Mybaits_sequence_capture","-","Senegal","Africa","-",NA,"TPE41","assemblies","0.118302",NA,NA,NA,NA,NA,NA
"2116-OKA","SRR10430858","SRR10430858.Treponema.ds2500000-reads","SRR10430858","TPE","2016","Mubemba_2020-unpublished-biorxiv","Mybaits_sequence_capture","swab-genital lesion","Côte_dIvoire","Africa","-",NA,"TPE22","reads","0.11500299999999999",NA,NA,NA,NA,NA,NA
"5847-CHAT","SRS5636328","SRS5636328.Treponema.ds1473261-reads","SRR10430855,SRR10430856,SRR10430857","TPE","2018","Mubemba_2020-unpublished-biorxiv","Mybaits_pooled_sequence_capture","swab-genital lesion","Côte_dIvoire","Africa","-",NA,"TPE22","reads","3.4003699999999998E-2",NA,NA,NA,NA,NA,NA
