accession	product_length	mismatch_forward	mismatch_reverse	forward_start	forward_stop	reverse_start	reverse_stop	product_start	product_stop	taxId	subspecies	superkingdom	phylum	class	order	family	genus	species	amplicon	region.cluster
CP016060.1	618	0	0	375348	375369	375965	375944	375348	375965	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_73	RC95
CP016059.1	618	0	0	375348	375369	375965	375944	375348	375965	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_73	RC95
CP016058.1	618	0	0	375350	375371	375967	375946	375350	375967	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_73	RC95
CP016057.1	618	0	0	375356	375377	375973	375952	375356	375973	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_73	RC95
CP016056.1	618	0	0	375357	375378	375974	375953	375357	375974	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_73	RC95
CP016055.1	618	0	0	375351	375372	375968	375947	375351	375968	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_73	RC95
CP016054.1	618	0	0	375354	375375	375971	375950	375354	375971	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_73	RC95
CP016053.1	618	0	0	375351	375372	375968	375947	375351	375968	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_73	RC95
CP016052.1	618	0	0	375349	375370	375966	375945	375349	375966	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_73	RC95
CP016051.1	618	0	0	375350	375371	375967	375946	375350	375967	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_73	RC95
CP016050.1	618	0	0	375350	375371	375967	375946	375350	375967	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_73	RC95
CP016049.1	618	0	0	375349	375370	375966	375945	375349	375966	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_73	RC95
CP016047.1	618	0	0	375351	375372	375968	375947	375351	375968	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_73	RC95
CP016045.1	618	0	0	375350	375371	375967	375946	375350	375967	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_73	RC95
CP010566.1	618	0	0	375347	375368	375964	375943	375347	375964	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_73	RC95
CP010565.1	618	0	0	375349	375370	375966	375945	375349	375966	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_73	RC95
CP010564.1	618	0	0	375349	375370	375966	375945	375349	375966	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_73	RC95
CP010563.1	618	0	0	375379	375400	375996	375975	375379	375996	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_73	RC95
CP010562.1	618	0	0	375358	375379	375975	375954	375358	375975	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_73	RC95
CP010561.1	618	0	0	375224	375245	375841	375820	375224	375841	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_73	RC95
CP010560.1	618	0	0	374179	374200	374796	374775	374179	374796	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_73	RC95
CP010559.1	618	0	0	375284	375305	375901	375880	375284	375901	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_73	RC95
CP010558.1	618	0	0	375284	375305	375901	375880	375284	375901	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_73	RC95
CP015162.1	618	0	0	238971	238992	239588	239567	238971	239588	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_73	RC95
CP007548.1	618	0	0	373569	373590	374186	374165	373569	374186	1155776	Treponema pallidum subsp. endemicum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_73	RC95
CP003679.1	618	0	0	375396	375417	376013	375992	375396	376013	1095955	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_73	RC95
CP004010.2	618	0	0	375316	375337	375933	375912	375316	375933	243276	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_73	RC95
CP004011.1	618	0	0	375352	375373	375969	375948	375352	375969	455434	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_73	RC95
CP003902.1	618	0	0	375859	375880	376476	376455	375859	376476	1155775	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_73	RC95
CP003064.1	618	0	0	375340	375361	375957	375936	375340	375957	686990	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_73	RC95
CP003115.1	618	0	0	375370	375391	375987	375966	375370	375987	491081	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_73	RC95
CP002376.1	618	0	0	375807	375828	376424	376403	375807	376424	491080	Treponema pallidum subsp. pertenue	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_73	RC95
CP002375.1	618	0	0	375845	375866	376462	376441	375845	376462	491079	Treponema pallidum subsp. pertenue	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_73	RC95
CP002374.1	618	0	0	375511	375532	376128	376107	375511	376128	491078	Treponema pallidum subsp. pertenue	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_73	RC95
CP001752.1	618	0	0	375382	375403	375999	375978	375382	375999	666714	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_73	RC95
CP000805.1	619	0	0	375337	375358	375955	375934	375337	375955	455434	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_73	RC95
AE000520.1	619	0	0	374157	374178	374775	374754	374157	374775	243276	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_73	RC95
CP002103.1	618	1	0	370963	370984	371580	371559	370963	371580	545776	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema paraluiscuniculi	all_73	RC95
CP078090.1	605	0	0	413716	413737	414320	414299	413716	414320	53436	Treponema pallidum subsp. endemicum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_5	RC105
CP081507.1	605	0	0	413758	413779	414362	414341	413758	414362	53436	Treponema pallidum subsp. endemicum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_5	RC105
CP095419.1	605	0	0	415509	415530	416113	416092	415509	416113	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_5	RC105
CP095418.1	605	0	0	415570	415591	416174	416153	415570	416174	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_5	RC105
CP095417.1	605	0	0	415568	415589	416172	416151	415568	416172	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_5	RC105
CP095420.1	605	0	0	414370	414391	414974	414953	414370	414974	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_5	RC105
CP095416.1	605	0	0	415506	415527	416110	416089	415506	416110	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_5	RC105
CP095415.1	605	0	0	415511	415532	416115	416094	415511	416115	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_5	RC105
CP073574.2	605	0	0	415535	415556	416139	416118	415535	416139	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_5	RC105
CP073573.2	605	0	0	415535	415556	416139	416118	415535	416139	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_5	RC105
CP073565.2	605	0	0	415538	415559	416142	416121	415538	416142	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_5	RC105
CP073567.2	605	0	0	415538	415559	416142	416121	415538	416142	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_5	RC105
CP073568.2	605	0	0	415534	415555	416138	416117	415534	416138	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_5	RC105
CP073569.2	605	0	0	415537	415558	416141	416120	415537	416141	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_5	RC105
CP073570.2	605	0	0	415535	415556	416139	416118	415535	416139	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_5	RC105
CP073571.2	605	0	0	415545	415566	416149	416128	415545	416149	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_5	RC105
CP073572.2	605	0	0	415535	415556	416139	416118	415535	416139	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_5	RC105
CP073558.2	605	0	0	415538	415559	416142	416121	415538	416142	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_5	RC105
CP073559.2	605	0	0	415540	415561	416144	416123	415540	416144	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_5	RC105
CP073560.2	605	0	0	415538	415559	416142	416121	415538	416142	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_5	RC105
CP073561.2	605	0	0	415540	415561	416144	416123	415540	416144	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_5	RC105
CP073562.2	605	0	0	415540	415561	416144	416123	415540	416144	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_5	RC105
CP073563.2	605	0	0	415538	415559	416142	416121	415538	416142	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_5	RC105
CP073564.2	605	0	0	415538	415559	416142	416121	415538	416142	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_5	RC105
CP073552.2	605	0	0	415535	415556	416139	416118	415535	416139	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_5	RC105
CP073553.2	605	0	0	415559	415580	416163	416142	415559	416163	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_5	RC105
CP073554.2	605	0	0	415538	415559	416142	416121	415538	416142	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_5	RC105
CP073555.2	605	0	0	415537	415558	416141	416120	415537	416141	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_5	RC105
CP073576.2	605	0	0	415623	415644	416227	416206	415623	416227	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_5	RC105
CP073556.2	605	0	0	415535	415556	416139	416118	415535	416139	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_5	RC105
CP073557.2	605	0	0	415437	415458	416041	416020	415437	416041	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_5	RC105
CP073545.2	605	0	0	415536	415557	416140	416119	415536	416140	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_5	RC105
CP073546.2	605	0	0	415534	415555	416138	416117	415534	416138	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_5	RC105
CP073547.2	605	0	0	415529	415550	416133	416112	415529	416133	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_5	RC105
CP073548.2	605	0	0	415541	415562	416145	416124	415541	416145	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_5	RC105
CP073549.2	605	0	0	415541	415562	416145	416124	415541	416145	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_5	RC105
CP073550.2	605	0	0	415534	415555	416138	416117	415534	416138	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_5	RC105
CP073551.2	605	0	0	415538	415559	416142	416121	415538	416142	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_5	RC105
CP073538.2	605	0	0	415539	415560	416143	416122	415539	416143	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_5	RC105
CP073539.2	605	0	0	415537	415558	416141	416120	415537	416141	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_5	RC105
CP073540.2	605	0	0	415534	415555	416138	416117	415534	416138	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_5	RC105
CP073541.2	605	0	0	415539	415560	416143	416122	415539	416143	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_5	RC105
CP073542.2	605	0	0	415534	415555	416138	416117	415534	416138	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_5	RC105
CP073543.2	605	0	0	415533	415554	416137	416116	415533	416137	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_5	RC105
CP073544.2	605	0	0	415536	415557	416140	416119	415536	416140	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_5	RC105
CP073512.2	605	0	0	415619	415640	416223	416202	415619	416223	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_5	RC105
CP073511.2	605	0	0	415538	415559	416142	416121	415538	416142	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_5	RC105
CP073510.2	605	0	0	415535	415556	416139	416118	415535	416139	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_5	RC105
CP073509.2	605	0	0	415538	415559	416142	416121	415538	416142	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_5	RC105
CP073508.2	605	0	0	415538	415559	416142	416121	415538	416142	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_5	RC105
CP073507.2	605	0	0	415533	415554	416137	416116	415533	416137	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_5	RC105
CP073504.2	605	0	0	415535	415556	416139	416118	415535	416139	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_5	RC105
CP073521.2	605	0	0	415522	415543	416126	416105	415522	416126	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_5	RC105
CP073520.2	605	0	0	415442	415463	416046	416025	415442	416046	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_5	RC105
CP073519.2	605	0	0	415820	415841	416424	416403	415820	416424	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_5	RC105
CP073516.2	605	0	0	415533	415554	416137	416116	415533	416137	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_5	RC105
CP073515.2	605	0	0	415535	415556	416139	416118	415535	416139	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_5	RC105
CP073514.2	605	0	0	415539	415560	416143	416122	415539	416143	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_5	RC105
CP073513.2	605	0	0	415533	415554	416137	416116	415533	416137	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_5	RC105
CP073530.2	605	0	0	415537	415558	416141	416120	415537	416141	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_5	RC105
CP073529.2	605	0	0	415538	415559	416142	416121	415538	416142	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_5	RC105
CP073528.2	605	0	0	415538	415559	416142	416121	415538	416142	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_5	RC105
CP073527.2	605	0	0	415532	415553	416136	416115	415532	416136	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_5	RC105
CP073526.2	605	0	0	415624	415645	416228	416207	415624	416228	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_5	RC105
CP073525.2	605	0	0	415540	415561	416144	416123	415540	416144	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_5	RC105
CP073524.2	605	0	0	415536	415557	416140	416119	415536	416140	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_5	RC105
